DATA ISCRIZIONE,DESCRIZIONE COMUNE PROVENIENZA,SIGLA PROVINCIA PROVENIENZA,STATO ESTERO DI PROVENIENZA
11/06/57,PORTOGRUARO,VE,
28/02/06,CONCORDIA SAGITTARIA,VE,
20/09/57,SAN MICHELE AL TAGLIAMENTO,VE,
04/05/83,TORRE DI MOSTO,VE,
18/03/47,SAN MICHELE AL TAGLIAMENTO,VE,
03/10/74,TEGLIO VENETO,VE,
28/03/47,SAN MICHELE AL TAGLIAMENTO,VE,
20/04/74,LATISANA,UD,
09/12/79,LATISANA,UD,
15/05/67,SALISBURY,,REGNO UNITO
22/07/72,LATISANA,UD,
22/09/56,SAN MICHELE AL TAGLIAMENTO,VE,
14/05/63,TORINO,TO,
22/05/80,LATISANA,UD,
18/07/32,SAN MICHELE AL TAGLIAMENTO,VE,
16/12/60,SAN MICHELE AL TAGLIAMENTO,VE,
19/12/67,LATISANA,UD,
23/01/57,SAN MICHELE AL TAGLIAMENTO,VE,
06/10/80,RIVE D'ARCANO,UD,
10/10/80,LATISANA,UD,
17/02/56,PRECENICCO,UD,
29/06/61,SAN MICHELE AL TAGLIAMENTO,VE,
19/09/65,LATISANA,UD,
28/01/47,SAN MICHELE AL TAGLIAMENTO,VE,
07/01/48,SAN MICHELE AL TAGLIAMENTO,VE,
14/11/77,SAN VITO AL TAGLIAMENTO,PN,
29/12/77,SAN VITO AL TAGLIAMENTO,PN,
29/05/44,SAN MICHELE AL TAGLIAMENTO,VE,
01/06/67,LATISANA,UD,
19/02/81,POCENIA,UD,
19/02/81,POCENIA,UD,
19/02/81,POCENIA,UD,
24/11/64,SAN MICHELE AL TAGLIAMENTO,VE,
06/03/56,SAN MICHELE AL TAGLIAMENTO,VE,
17/11/59,LATISANA,UD,
17/04/79,LATISANA,UD,
06/11/58,PORTOGRUARO,VE,
06/11/58,PORTOGRUARO,VE,
01/10/79,PORPETTO,UD,
24/06/80,LATISANA,UD,
10/01/57,PORTOGRUARO,VE,
09/07/76,LATISANA,UD,
02/08/82,PORTOGRUARO,VE,
05/11/54,PORTOGRUARO,VE,
01/09/45,SAN MICHELE AL TAGLIAMENTO,VE,
22/05/74,LATISANA,UD,
24/06/68,LATISANA,UD,
24/06/68,LATISANA,UD,
22/07/69,UDINE,UD,
19/02/72,UDINE,UD,
16/09/81,MIRA,VE,
16/09/81,MIRA,VE,
16/09/81,MIRA,VE,
21/02/66,UDINE,UD,
01/11/66,LATISANA,UD,
02/01/48,LATISANA,UD,
14/01/72,LATISANA,UD,
30/12/30,SAN MICHELE AL TAGLIAMENTO,VE,
09/04/45,FOSSALTA DI PORTOGRUARO,VE,
03/09/56,SAN MICHELE AL TAGLIAMENTO,VE,
19/12/01,POLCENIGO,PN,
24/04/79,SAN VITO AL TAGLIAMENTO,PN,
01/08/73,LATISANA,UD,
05/08/78,FRANCIA,,FRANCIA
05/08/78,FRANCIA,,FRANCIA
05/08/78,FRANCIA,,FRANCIA
29/01/53,RONCHIS,UD,
04/09/00,CAVALESE,TN,
29/08/49,SAN MICHELE AL TAGLIAMENTO,VE,
22/05/52,SAN MICHELE AL TAGLIAMENTO,VE,
24/06/74,LATISANA,UD,
27/12/50,SAN MICHELE AL TAGLIAMENTO,VE,
14/08/51,SAN MICHELE AL TAGLIAMENTO,VE,
17/10/74,LATISANA,UD,
16/08/78,LATISANA,UD,
06/03/78,COSEANO,UD,
22/01/52,SAN MICHELE AL TAGLIAMENTO,VE,
08/12/57,SAN MICHELE AL TAGLIAMENTO,VE,
18/05/83,LATISANA,UD,
19/03/79,VENEZIA,VE,
19/03/79,VENEZIA,VE,
19/03/79,VENEZIA,VE,
23/10/64,LATISANA,UD,
29/10/38,SAN MICHELE AL TAGLIAMENTO,VE,
08/11/64,LATISANA,UD,
18/05/66,LATISANA,UD,
22/10/81,AQUILEIA,UD,
05/11/54,PORTOGRUARO,VE,
25/09/44,SAN MICHELE AL TAGLIAMENTO,VE,
10/09/37,SAN MICHELE AL TAGLIAMENTO,VE,
10/11/39,SAN MICHELE AL TAGLIAMENTO,VE,
03/11/95,LATISANA,UD,
23/04/68,SAN MICHELE AL TAGLIAMENTO,VE,
13/09/40,SAN MICHELE AL TAGLIAMENTO,VE,
21/05/49,SAN MICHELE AL TAGLIAMENTO,VE,
17/08/71,LATISANA,UD,
16/07/81,LATISANA,UD,
08/07/52,NOVENTA DI PIAVE,VE,
09/12/58,CAGLIARI,CA,
04/10/59,SAN MICHELE AL TAGLIAMENTO,VE,
21/04/49,SAN MICHELE AL TAGLIAMENTO,VE,
01/03/49,SAN MICHELE AL TAGLIAMENTO,VE,
21/07/09,LATISANA,UD,
23/01/47,SAN MICHELE AL TAGLIAMENTO,VE,
22/12/50,SAN MICHELE AL TAGLIAMENTO,VE,
28/10/75,LATISANA,UD,
07/01/53,SAN MICHELE AL TAGLIAMENTO,VE,
26/03/81,CONEGLIANO,TV,
28/06/81,LATISANA,UD,
03/02/39,SAN MICHELE AL TAGLIAMENTO,VE,
27/12/67,LATISANA,UD,
24/11/77,SVIZZERA,,SVIZZERA
01/04/14,RONCHIS,UD,
26/02/27,SAN MICHELE AL TAGLIAMENTO,VE,
13/02/49,SAN MICHELE AL TAGLIAMENTO,VE,
22/08/49,SAN MICHELE AL TAGLIAMENTO,VE,
22/01/72,LATISANA,UD,
13/11/43,SAN MICHELE AL TAGLIAMENTO,VE,
05/01/66,LATISANA,UD,
28/08/67,LATISANA,UD,
26/02/70,LATISANA,UD,
02/09/71,LATISANA,UD,
23/04/47,LATISANA,UD,
27/06/53,SAN MICHELE AL TAGLIAMENTO,VE,
07/10/75,LATISANA,UD,
05/03/78,LATISANA,UD,
18/03/33,SAN MICHELE AL TAGLIAMENTO,VE,
19/02/62,SAN MICHELE AL TAGLIAMENTO,VE,
04/03/66,LATISANA,UD,
09/11/62,RAGOGNA,UD,
25/09/67,LATISANA,UD,
13/12/69,LATISANA,UD,
22/11/61,SAN MICHELE AL TAGLIAMENTO,VE,
31/07/56,SAN MICHELE AL TAGLIAMENTO,VE,
18/02/60,SAN MICHELE AL TAGLIAMENTO,VE,
21/12/80,LATISANA,UD,
05/11/54,PORTOGRUARO,VE,
09/10/75,LATISANA,UD,
04/02/63,LATISANA,UD,
31/05/79,LATISANA,UD,
14/10/56,SAN MICHELE AL TAGLIAMENTO,VE,
21/11/34,SAN MICHELE AL TAGLIAMENTO,VE,
12/09/58,SAN MICHELE AL TAGLIAMENTO,VE,
08/12/53,SAN MICHELE AL TAGLIAMENTO,VE,
09/02/77,CAORLE,VE,
04/10/53,SAN MICHELE AL TAGLIAMENTO,VE,
15/02/32,SAN MICHELE AL TAGLIAMENTO,VE,
30/09/77,SVIZZERA,,SVIZZERA
30/09/77,SVIZZERA,,SVIZZERA
30/09/77,SVIZZERA,,SVIZZERA
22/01/53,BRENDOLA,VI,
02/09/58,SAN MICHELE AL TAGLIAMENTO,VE,
31/12/66,LATISANA,UD,
08/02/68,LATISANA,UD,
12/02/74,LATISANA,UD,
08/08/47,SAN MICHELE AL TAGLIAMENTO,VE,
07/10/92,RONCHIS,UD,
13/09/70,LATISANA,UD,
06/01/57,SAN MICHELE AL TAGLIAMENTO,VE,
28/10/78,MORUZZO,UD,
12/12/56,LATISANA,UD,
11/05/58,LATISANA,UD,
22/04/60,LATISANA,UD,
13/06/46,SAN MICHELE AL TAGLIAMENTO,VE,
22/01/47,SAN MICHELE AL TAGLIAMENTO,VE,
03/01/18,SAN VITO,CA,
04/02/36,SAN MICHELE AL TAGLIAMENTO,VE,
11/10/00,CARRÈ,VI,
13/01/76,ROZZANO,MI,
14/11/77,MANIAGO,PN,
22/12/78,LATISANA,UD,
24/10/64,ERACLEA,VE,
01/03/73,LATISANA,UD,
16/01/50,SAN MICHELE AL TAGLIAMENTO,VE,
22/09/14,LATISANA,UD,
18/10/47,SAN MICHELE AL TAGLIAMENTO,VE,
18/08/66,CAORLE,VE,
19/08/75,LATISANA,UD,
24/03/78,LATISANA,UD,
28/11/77,PORTOGRUARO,VE,
26/07/78,LATISANA,UD,
29/10/66,LATISANA,UD,
27/12/38,RONCHIS,UD,
14/04/64,LATISANA,UD,
29/06/69,LATISANA,UD,
30/09/72,LATISANA,UD,
11/01/55,ERACLEA,VE,
20/01/41,PORTOGRUARO,VE,
07/12/62,SAN MICHELE AL TAGLIAMENTO,VE,
30/06/75,SVIZZERA,,SVIZZERA
27/11/76,LATISANA,UD,
11/08/78,SAN VITO AL TAGLIAMENTO,PN,
09/10/75,CONCORDIA SAGITTARIA,VE,
15/06/57,SAN MICHELE AL TAGLIAMENTO,VE,
30/04/80,LATISANA,UD,
25/12/37,SAN MICHELE AL TAGLIAMENTO,VE,
05/02/66,LATISANA,UD,
17/12/38,NOVENTA DI PIAVE,VE,
27/06/35,SAN MICHELE AL TAGLIAMENTO,VE,
17/01/59,SAN MICHELE AL TAGLIAMENTO,VE,
03/07/60,SAN MICHELE AL TAGLIAMENTO,VE,
16/07/94,LAGOSANTO,FE,
07/12/70,LATISANA,UD,
29/08/59,SAN MICHELE AL TAGLIAMENTO,VE,
13/01/62,SAN MICHELE AL TAGLIAMENTO,VE,
15/03/49,CONCORDIA SAGITTARIA,VE,
24/11/42,JESOLO,VE,
07/11/33,SAN MICHELE AL TAGLIAMENTO,VE,
12/08/69,LATISANA,UD,
30/09/94,PORTOGRUARO,VE,
08/11/48,SAN MICHELE AL TAGLIAMENTO,VE,
05/10/53,SAN MICHELE AL TAGLIAMENTO,VE,
25/08/04,LATISANA,UD,
29/09/52,SAN MICHELE AL TAGLIAMENTO,VE,
09/06/03,PORTOGRUARO,VE,
24/02/65,SAN MICHELE AL TAGLIAMENTO,VE,
07/02/38,SAN MICHELE AL TAGLIAMENTO,VE,
04/03/57,PORTOGRUARO,VE,
24/06/06,PORTOGRUARO,VE,
16/05/53,SAN MICHELE AL TAGLIAMENTO,VE,
22/12/72,LATISANA,UD,
21/06/77,LATISANA,UD,
23/09/82,LATISANA,UD,
27/10/50,CASTELFRANCO VENETO,TV,
28/08/39,SAN MICHELE AL TAGLIAMENTO,VE,
17/08/64,FOSSALTA DI PORTOGRUARO,VE,
08/06/69,LATISANA,UD,
31/03/50,SAN MICHELE AL TAGLIAMENTO,VE,
09/10/56,SAN MICHELE AL TAGLIAMENTO,VE,
15/11/36,SAN MICHELE AL TAGLIAMENTO,VE,
30/07/63,SAN MICHELE AL TAGLIAMENTO,VE,
15/01/67,LATISANA,UD,
28/09/43,SAN MICHELE AL TAGLIAMENTO,VE,
20/08/71,SVIZZERA,,SVIZZERA
07/02/66,LATISANA,UD,
27/08/72,LATISANA,UD,
31/03/34,SAN MICHELE AL TAGLIAMENTO,VE,
07/09/57,SAN MICHELE AL TAGLIAMENTO,VE,
17/01/63,SAN MICHELE AL TAGLIAMENTO,VE,
20/03/31,SAN MICHELE AL TAGLIAMENTO,VE,
16/10/60,LATISANA,UD,
16/10/60,LATISANA,UD,
22/04/68,PORTOGRUARO,VE,
04/09/00,CAVALESE,TN,
22/04/68,PORTOGRUARO,VE,
30/05/77,PORDENONE,PN,
28/12/54,SAN MICHELE AL TAGLIAMENTO,VE,
08/07/48,SAN MICHELE AL TAGLIAMENTO,VE,
10/09/76,REVERE,MN,
10/09/76,REVERE,MN,
10/09/76,REVERE,MN,
09/05/59,SAN MICHELE AL TAGLIAMENTO,VE,
17/11/56,PORTOGRUARO,VE,
07/04/78,LATISANA,UD,
21/06/83,LATISANA,UD,
18/09/79,PORTOGRUARO,VE,
31/08/90,PADOVA,PD,
26/11/65,SCANDELUZZA,AT,
26/11/65,SCANDELUZZA,AT,
26/11/65,SCANDELUZZA,AT,
26/11/65,SCANDELUZZA,AT,
09/09/45,PORTOGRUARO,VE,
10/01/57,PORTOGRUARO,VE,
16/03/57,SAN MICHELE AL TAGLIAMENTO,VE,
15/03/03,PORTOGRUARO,VE,
18/11/69,LATISANA,UD,
11/04/32,SAN MICHELE AL TAGLIAMENTO,VE,
27/01/34,SAN MICHELE AL TAGLIAMENTO,VE,
03/07/43,SAN MICHELE AL TAGLIAMENTO,VE,
06/02/66,LATISANA,UD,
04/12/29,SAN MICHELE AL TAGLIAMENTO,VE,
27/10/51,SAN MICHELE AL TAGLIAMENTO,VE,
30/11/48,PRECENICCO,UD,
21/12/50,SAN MICHELE AL TAGLIAMENTO,VE,
25/11/76,TRASAGHIS,UD,
08/01/77,LATISANA,UD,
09/07/80,LATISANA,UD,
22/09/59,SAN MICHELE AL TAGLIAMENTO,VE,
06/10/64,SAN MICHELE AL TAGLIAMENTO,VE,
09/02/44,SAN MICHELE AL TAGLIAMENTO,VE,
16/09/49,SAN MICHELE AL TAGLIAMENTO,VE,
01/10/14,LIGNANO SABBIADORO,UD,
19/10/61,SAN MICHELE AL TAGLIAMENTO,VE,
07/05/92,PORTOGRUARO,VE,
13/11/70,RAGOGNA,UD,
10/03/72,LATISANA,UD,
07/01/84,LATISANA,UD,
30/06/50,SAN MICHELE AL TAGLIAMENTO,VE,
14/01/74,LATISANA,UD,
24/02/81,LATISANA,UD,
01/08/32,SAN MICHELE AL TAGLIAMENTO,VE,
29/06/06,LA MADDALENA,SS,
01/04/57,SAN MICHELE AL TAGLIAMENTO,VE,
17/12/38,NOVENTA DI PIAVE,VE,
03/03/48,CONCORDIA SAGITTARIA,VE,
26/02/70,LATISANA,UD,
02/05/77,SVIZZERA,,SVIZZERA
02/05/77,SVIZZERA,,SVIZZERA
27/08/03,VITTORIO VENETO,TV,
06/03/01,PRAVISDOMINI,PN,
01/01/58,SAN MICHELE AL TAGLIAMENTO,VE,
06/02/61,SAN MICHELE AL TAGLIAMENTO,VE,
22/02/63,SAN MICHELE AL TAGLIAMENTO,VE,
30/12/82,TORINO,TO,
29/04/74,TORINO,TO,
29/04/74,TORINO,TO,
21/10/77,ZOPPOLA,PN,
21/10/77,ZOPPOLA,PN,
21/10/77,ZOPPOLA,PN,
02/01/62,SAN MICHELE AL TAGLIAMENTO,VE,
11/08/75,LATISANA,UD,
11/08/75,LATISANA,UD,
14/07/66,LATISANA,UD,
01/07/46,SAN MICHELE AL TAGLIAMENTO,VE,
31/10/70,RONCHIS,UD,
07/11/58,SAN MICHELE AL TAGLIAMENTO,VE,
10/09/65,LATISANA,UD,
17/07/46,SAN MICHELE AL TAGLIAMENTO,VE,
16/06/71,LATISANA,UD,
06/10/37,SAN MICHELE AL TAGLIAMENTO,VE,
26/02/66,SAN MICHELE AL TAGLIAMENTO,VE,
21/08/70,LATISANA,UD,
19/10/72,LATISANA,UD,
09/09/78,LATISANA,UD,
24/01/52,SAN MICHELE AL TAGLIAMENTO,VE,
29/02/44,SAN MICHELE AL TAGLIAMENTO,VE,
30/11/71,LATISANA,UD,
13/11/83,LATISANA,UD,
18/02/57,PALAZZOLO DELLO STELLA,UD,
14/11/57,SAN MICHELE AL TAGLIAMENTO,VE,
21/09/59,SAN MICHELE AL TAGLIAMENTO,VE,
14/03/64,LATISANA,UD,
27/09/02,GRUARO,VE,
11/06/81,FRANCIA,,FRANCIA
05/02/64,SAN MICHELE AL TAGLIAMENTO,VE,
18/02/63,LATISANA,UD,
18/01/79,LATISANA,UD,
13/03/78,RIVIGNANO,UD,
16/12/02,CONCORDIA SAGITTARIA,VE,
02/10/02,POZZUOLO DEL FRIULI,UD,
16/10/75,LATISANA,UD,
23/04/52,SAN MICHELE AL TAGLIAMENTO,VE,
18/02/80,LATISANA,UD,
18/02/80,LATISANA,UD,
05/10/81,LATISANA,UD,
03/05/43,SAN MICHELE AL TAGLIAMENTO,VE,
05/05/52,FOSSALTA DI PORTOGRUARO,VE,
01/07/31,SAN MICHELE AL TAGLIAMENTO,VE,
30/05/40,SAN MICHELE AL TAGLIAMENTO,VE,
22/01/43,SAN MICHELE AL TAGLIAMENTO,VE,
09/01/42,SAN MICHELE AL TAGLIAMENTO,VE,
12/02/71,PORTOGRUARO,VE,
09/11/72,LATISANA,UD,
20/02/80,LATISANA,UD,
23/10/81,CORDENONS,PN,
30/04/82,PORDENONE,PN,
11/05/37,SAN MICHELE AL TAGLIAMENTO,VE,
05/11/67,LATISANA,UD,
30/04/71,LATISANA,UD,
26/11/46,SAN MICHELE AL TAGLIAMENTO,VE,
18/09/79,TURRIACO,GO,
18/09/79,TURRIACO,GO,
07/04/58,SAN MICHELE AL TAGLIAMENTO,VE,
08/04/59,SAN MICHELE AL TAGLIAMENTO,VE,
05/04/41,LATISANA,UD,
13/03/63,CARPINETO SINELLO,CH,
26/08/63,LATISANA,UD,
16/12/94,FOSSALTA DI PORTOGRUARO,VE,
03/06/64,PADOVA,PD,
08/02/65,LATISANA,UD,
16/08/67,LATISANA,UD,
01/05/47,SAN MICHELE AL TAGLIAMENTO,VE,
28/10/68,LATISANA,UD,
28/12/71,LATISANA,UD,
18/11/54,FOSSALTA DI PORTOGRUARO,VE,
20/01/49,SAN MICHELE AL TAGLIAMENTO,VE,
03/09/65,SAN MICHELE AL TAGLIAMENTO,VE,
18/11/54,FOSSALTA DI PORTOGRUARO,VE,
23/04/48,SAN MICHELE AL TAGLIAMENTO,VE,
14/12/68,LATISANA,UD,
14/07/73,LATISANA,UD,
01/01/43,SAN MICHELE AL TAGLIAMENTO,VE,
19/10/45,SAN MICHELE AL TAGLIAMENTO,VE,
21/08/70,SAN STINO DI LIVENZA,VE,
04/11/47,SAN MICHELE AL TAGLIAMENTO,VE,
18/03/56,SAN MICHELE AL TAGLIAMENTO,VE,
25/10/81,SALGAREDA,TV,
28/02/83,LATISANA,UD,
06/04/39,SAN MICHELE AL TAGLIAMENTO,VE,
21/08/40,FOSSALTA DI PORTOGRUARO,VE,
25/12/62,SAN MICHELE AL TAGLIAMENTO,VE,
02/10/51,SAN MICHELE AL TAGLIAMENTO,VE,
12/11/79,TRIESTE,TS,
06/04/73,SEREGNO,MI,
06/04/73,SEREGNO,MI,
01/04/34,SAN MICHELE AL TAGLIAMENTO,VE,
28/12/37,SAN MICHELE AL TAGLIAMENTO,VE,
27/10/58,SAN MICHELE AL TAGLIAMENTO,VE,
11/02/59,SAN MICHELE AL TAGLIAMENTO,VE,
20/04/70,PORTOGRUARO,VE,
14/10/49,SAN MICHELE AL TAGLIAMENTO,VE,
27/01/69,LATISANA,UD,
03/09/69,LATISANA,UD,
26/07/51,SAN MICHELE AL TAGLIAMENTO,VE,
18/08/70,PORTOGRUARO,VE,
13/10/74,LATISANA,UD,
04/08/48,SAN MICHELE AL TAGLIAMENTO,VE,
16/12/78,LATISANA,UD,
18/08/66,CAORLE,VE,
04/10/55,SAN MICHELE AL TAGLIAMENTO,VE,
23/12/72,LATISANA,UD,
27/02/77,LATISANA,UD,
28/06/41,SAN MICHELE AL TAGLIAMENTO,VE,
24/05/62,SAN MICHELE AL TAGLIAMENTO,VE,
02/07/65,LATISANA,UD,
21/06/71,CERVIGNANO DEL FRIULI,UD,
23/11/54,PORTOGRUARO,VE,
08/03/58,SAN MICHELE AL TAGLIAMENTO,VE,
19/05/63,SAN MICHELE AL TAGLIAMENTO,VE,
22/12/46,LATISANA,UD,
22/02/47,SAN MICHELE AL TAGLIAMENTO,VE,
02/09/82,CASARZA LIGURE,GE,
02/08/83,CASARZA LIGURE,GE,
05/10/47,SAN MICHELE AL TAGLIAMENTO,VE,
01/03/46,SAN MICHELE AL TAGLIAMENTO,VE,
24/08/64,LATISANA,UD,
03/10/00,CODROIPO,UD,
30/10/10,TEGLIO VENETO,VE,
16/08/48,SAN MICHELE AL TAGLIAMENTO,VE,
02/12/70,PORTOGRUARO,VE,
12/03/71,LATISANA,UD,
05/10/79,LATISANA,UD,
26/03/75,MONZA,MI,
21/02/75,MONZA,MI,
25/09/40,SAN MICHELE AL TAGLIAMENTO,VE,
09/03/66,PORTOGRUARO,VE,
16/03/31,SAN MICHELE AL TAGLIAMENTO,VE,
24/01/39,LATISANA,UD,
13/03/98,LATISANA,UD,
16/11/54,SAN MICHELE AL TAGLIAMENTO,VE,
06/11/83,LATISANA,UD,
05/12/60,PORTOGRUARO,VE,
19/06/62,SAN MICHELE AL TAGLIAMENTO,VE,
07/02/70,LATISANA,UD,
19/03/52,SAN MICHELE AL TAGLIAMENTO,VE,
22/06/74,FOSSALTA DI PORTOGRUARO,VE,
09/07/74,LATISANA,UD,
24/09/73,VENEZIA,VE,
01/02/74,VENEZIA,VE,
14/09/78,LATISANA,UD,
16/04/68,LATISANA,UD,
22/12/75,LATISANA,UD,
03/04/30,SAN MICHELE AL TAGLIAMENTO,VE,
31/10/35,SAN MICHELE AL TAGLIAMENTO,VE,
03/10/59,SAN MICHELE AL TAGLIAMENTO,VE,
14/12/71,LATISANA,UD,
03/06/46,SAN MICHELE AL TAGLIAMENTO,VE,
07/08/48,SAN MICHELE AL TAGLIAMENTO,VE,
30/01/72,LATISANA,UD,
13/07/44,SAN MICHELE AL TAGLIAMENTO,VE,
04/02/64,LATISANA,UD,
24/01/70,LATISANA,UD,
21/04/83,PORTOGRUARO,VE,
21/04/83,PORTOGRUARO,VE,
21/04/83,PORTOGRUARO,VE,
22/01/66,LATISANA,UD,
03/08/66,SAN MICHELE AL TAGLIAMENTO,VE,
25/02/41,SAN MICHELE AL TAGLIAMENTO,VE,
12/03/73,LATISANA,UD,
11/04/42,SAN MICHELE AL TAGLIAMENTO,VE,
17/11/45,SAN MICHELE AL TAGLIAMENTO,VE,
09/02/33,SAN MICHELE AL TAGLIAMENTO,VE,
14/01/61,LATISANA,UD,
11/04/64,LATISANA,UD,
18/01/74,VENEZIA,VE,
18/01/74,VENEZIA,VE,
30/03/47,SAN MICHELE AL TAGLIAMENTO,VE,
23/05/70,CAORLE,VE,
21/06/13,BRUGNERA,PN,
03/11/48,SAN MICHELE AL TAGLIAMENTO,VE,
02/01/73,SAN GIOVANNI AL NATISONE,UD,
21/03/74,LATISANA,UD,
15/05/47,SAN MICHELE AL TAGLIAMENTO,VE,
26/04/54,SAN MICHELE AL TAGLIAMENTO,VE,
28/03/73,LATISANA,UD,
24/02/77,LATISANA,UD,
04/04/40,SAN MICHELE AL TAGLIAMENTO,VE,
14/11/42,SAN MICHELE AL TAGLIAMENTO,VE,
07/04/64,LATISANA,UD,
24/03/97,SAN STINO DI LIVENZA,VE,
11/08/68,LATISANA,UD,
21/02/34,SAN MICHELE AL TAGLIAMENTO,VE,
12/10/34,SAN MICHELE AL TAGLIAMENTO,VE,
08/06/78,TORINO,TO,
18/05/65,LATISANA,UD,
03/10/46,SAN MICHELE AL TAGLIAMENTO,VE,
18/03/70,LATISANA,UD,
20/10/77,LATISANA,UD,
03/02/59,SAN MICHELE AL TAGLIAMENTO,VE,
07/05/79,SAN GIORGIO DI NOGARO,UD,
07/12/79,LATISANA,UD,
15/08/64,LATISANA,UD,
15/11/51,SAN MICHELE AL TAGLIAMENTO,VE,
01/07/09,NERVESA DELLA BATTAGLIA,TV,
10/08/73,LATISANA,UD,
25/04/78,LATISANA,UD,
31/10/38,SAN MICHELE AL TAGLIAMENTO,VE,
13/02/62,PORTOGRUARO,VE,
12/06/64,UDINE,UD,
04/10/73,BARI,BA,
30/04/46,SAN MICHELE AL TAGLIAMENTO,VE,
01/07/70,CAORLE,VE,
27/12/72,LATISANA,UD,
25/11/34,FOSSALTA DI PORTOGRUARO,VE,
02/10/74,LATISANA,UD,
03/07/49,SAN MICHELE AL TAGLIAMENTO,VE,
01/12/58,TALMASSONS,UD,
02/11/78,LATISANA,UD,
12/12/62,LIGNANO SABBIADORO,UD,
16/12/72,LATISANA,UD,
13/08/65,LATISANA,UD,
03/11/78,FOSSALTA DI PORTOGRUARO,VE,
03/11/78,FOSSALTA DI PORTOGRUARO,VE,
03/11/78,FOSSALTA DI PORTOGRUARO,VE,
10/04/56,SAN MICHELE AL TAGLIAMENTO,VE,
17/11/61,SAN CANZIAN D'ISONZO,GO,
06/01/44,SAN MICHELE AL TAGLIAMENTO,VE,
02/02/73,LATISANA,UD,
06/04/75,LATISANA,UD,
11/12/79,LATISANA,UD,
16/06/38,SAN MICHELE AL TAGLIAMENTO,VE,
06/11/50,SAN MICHELE AL TAGLIAMENTO,VE,
09/04/68,PORDENONE,PN,
12/08/77,LATISANA,UD,
27/09/34,SAN MICHELE AL TAGLIAMENTO,VE,
30/07/43,SAN MICHELE AL TAGLIAMENTO,VE,
20/01/65,LATISANA,UD,
24/08/07,SALISBURY,,REGNO UNITO
30/04/65,VENEZIA,VE,
12/12/57,SAN MICHELE AL TAGLIAMENTO,VE,
10/10/41,SAN MICHELE AL TAGLIAMENTO,VE,
10/01/72,RAGOGNA,UD,
06/04/72,LATISANA,UD,
20/12/47,SAN MICHELE AL TAGLIAMENTO,VE,
22/12/22,SAN MICHELE AL TAGLIAMENTO,VE,
30/05/63,TRIESTE,TS,
08/12/55,SAN MICHELE AL TAGLIAMENTO,VE,
09/04/81,SAN GIORGIO DI NOGARO,UD,
22/02/69,PORTOGRUARO,VE,
19/09/09,PRECENICCO,UD,
18/01/62,SAN MICHELE AL TAGLIAMENTO,VE,
21/01/41,FOSSALTA DI PORTOGRUARO,VE,
26/02/65,LATISANA,UD,
12/06/47,CODROIPO,UD,
05/09/11,LATISANA,UD,
08/10/40,SAN MICHELE AL TAGLIAMENTO,VE,
26/08/69,LATISANA,UD,
19/12/37,SAN MICHELE AL TAGLIAMENTO,VE,
22/09/67,SAN DONÀ DI PIAVE,VE,
29/03/38,SAN MICHELE AL TAGLIAMENTO,VE,
03/05/89,PRAMAGGIORE,VE,
03/05/89,PRAMAGGIORE,VE,
03/05/89,PRAMAGGIORE,VE,
03/05/89,PRAMAGGIORE,VE,
23/03/36,SAN MICHELE AL TAGLIAMENTO,VE,
09/12/60,SAN STINO DI LIVENZA,VE,
17/06/60,SAN MICHELE AL TAGLIAMENTO,VE,
21/04/60,SAN MICHELE AL TAGLIAMENTO,VE,
30/07/62,SAN MICHELE AL TAGLIAMENTO,VE,
27/09/40,SAN MICHELE AL TAGLIAMENTO,VE,
02/02/11,RONCHIS,UD,
28/08/36,SAN MICHELE AL TAGLIAMENTO,VE,
28/03/37,SAN MICHELE AL TAGLIAMENTO,VE,
04/02/81,VENEZIA,VE,
11/06/77,FOSSALTA DI PORTOGRUARO,VE,
21/05/71,LATISANA,UD,
08/03/39,SAN MICHELE AL TAGLIAMENTO,VE,
28/03/38,SAN MICHELE AL TAGLIAMENTO,VE,
31/12/66,LATISANA,UD,
22/02/56,SAN MICHELE AL TAGLIAMENTO,VE,
08/04/58,SAN MICHELE AL TAGLIAMENTO,VE,
30/09/83,LATISANA,UD,
05/11/81,LIGNANO SABBIADORO,UD,
04/11/68,BASTIDA PANCARANA,PV,
06/10/60,SAN MICHELE AL TAGLIAMENTO,VE,
20/01/71,LATISANA,UD,
10/07/81,TRIESTE,TS,
11/09/35,SAN MICHELE AL TAGLIAMENTO,VE,
11/05/63,UDINE,UD,
22/12/76,CAMPOLONGO MAGGIORE,VE,
12/06/00,RONCHIS,UD,
23/09/16,ALBAVILLA,CO,
28/05/58,SAN MICHELE AL TAGLIAMENTO,VE,
05/02/16,LATISANA,UD,
12/06/37,SAN MICHELE AL TAGLIAMENTO,VE,
07/12/10,LIGNANO SABBIADORO,UD,
16/01/71,LATISANA,UD,
08/03/39,SAN MICHELE AL TAGLIAMENTO,VE,
23/08/89,OLANDA,,PAESI BASSI
21/10/66,LATISANA,UD,
17/06/58,SAN MICHELE AL TAGLIAMENTO,VE,
18/02/59,SAN MICHELE AL TAGLIAMENTO,VE,
27/01/67,MILANO,MI,
04/08/40,SAN MICHELE AL TAGLIAMENTO,VE,
15/01/68,PORTOGRUARO,VE,
18/12/70,LATISANA,UD,
25/01/73,LATISANA,UD,
06/10/34,SAN MICHELE AL TAGLIAMENTO,VE,
02/04/56,DORNO,PV,
